idspecies,CN_name,CN_language,CN_sourceid
"1307","Wild Leek","English",
"1311","Asparges","Danish",
"1311","Asparges","Norwegian",
"1311","Brun tulkört","Swedish",
"1311","Hasselört","Swedish",
"1311","Hasselurt","Danish",
"1311","Hasselurt","Norwegian",
"1311","Ruokaparsa","Finnish",
"1311","Skautnainais sipols","Latvian",
"1311","Sparris","Swedish",
"1311","Taponlehti","Finnish",
"1316","Schwarzroter Lauch","German",
"1319","Berglook","Dutch",
"1319","Keeled Garlic","English",
"1322","cibule kuchyňská","Czech",
"1322","Échalote","French",
"1322","kremmydi","Greek",
"1322","Küchen-Zwiebel","German",
"1322","Küchenzwiebel","German",
"1322","Oignon","French",
"1322","Onion","English",
"1322","Schalotte","German",
"1322","Sogan","Turkish",
"1322","Tewma bajda","Maltese",
"1322","vöröshagyma","Hungarian",
"1329","Christoph-Lauch","German",
"1335","Almindelig Røllike","Danish",
"1335","Ängsröllika","Swedish",
"1335","Ciboule","French",
"1335","cibule zimní","Czech",
"1335","Heckenzwiebel","German",
"1335","Kamröllika","Swedish",
"1335","Nyse-Røllike","Danish",
"1335","Nyseryllik","Norwegian",
"1335","Nysört","Swedish",
"1335","Oignon d'hiver","French",
"1335","Ojakärsämö","Finnish",
"1335","Röhren-Zwiebel","German",
"1335","Röllika","Swedish",
"1335","Ryllik","Norwegian",
"1335","Siankärsämö","Finnish",
"1335","Silfurhnappur","Icelandic",
"1335","Winterzwiebel","German",
"1339","Gelber Lauch","German",
"1341","Yellow Garlic","English",
"1345","Neapolitan Garlic","English",
"1345","Tewm tal-qsari","Maltese",
"1358","Broad-leaved Leek","English",
"1358","Schwarz-Lauch","German",
"1358","Schwarzer Lauch","German",
"1370","mandulaillatú hagyma","Hungarian",
"1378","Gråambrosia","Norwegian",
"1378","Hästambrosia","Swedish",
"1378","Hesteambrosia ","Norwegian",
"1378","Krybende Ambrosie","Danish",
"1378","Malörtsambrosia","Swedish",
"1378","Sormituoksukki ","Finnish",
"1378","Stor nysört","Finnish",
"1378","Sträv ambrosia","Swedish",
"1378","Trefliget Ambrosie ","Danish",
"1385","Ager-Gåseurt","Danish",
"1385","Åkerkulla","Swedish",
"1385","Armbloemig look","Dutch",
"1385","Few-flowered Garlic","English",
"1385","Haisusauramo","Finnish",
"1385","Helminukkajäkkärä","Finnish",
"1385","kamomillkulla","Swedish",
"1385","Kvit gåseblom","Norwegian",
"1385","Pärleternell","Swedish",
"1385","Peltosauramo","Finnish",
"1385","Perle-evigblom","Norwegian",
"1385","Perlekurv","Danish",
"1385","Rysskulla","Swedish",
"1385","Seltsamer Lauch","German",
"1385","Stinkende Gåseurt","Danish",
"1385","Tappgåseblom","Norwegian",
"1385","Wunder-Lauch","German",
"1392","Italian Garlic","English",
"1394","Leek","English",
"1394","Pirasa","Turkish",
"1394","Poireau","French",
"1394","pór zahradní","Czech",
"1394","Porree","German",
"1394","Tewm muswaf","Maltese",
"1403","Rosy Garlic","English",
"1410","Ail","French",
"1410","Ail commun","French",
"1410","Ail cultivé","French",
"1410","Garlic","English",
"1410","Knoblauch","German",
"1410","Sarmisak disi","Turkish",
"1410","Tewm","Maltese",
"1417","Kalnu sipols","Latvian",
"1433","Färgkulla","Swedish",
"1433","Farve-Gåseurt","Danish",
"1433","Glat Burre","Danish",
"1433","Gul gåseblom ","Norwegian",
"1433","Isotakiainen","Finnish",
"1433","Keltasauramo ","Finnish",
"1433","Liden Burre","Danish",
"1433","Liten kardborre","Swedish",
"1433","Pikkutakiainen","Finnish",
"1433","Småborre","Norwegian",
"1433","Stor kardborre","Swedish",
"1433","Storborre","Norwegian",
"1433","Ullkardborre","Swedish",
"1438","Ail à inflorescences rondes","French",
"1438","Ail arrondi","French",
"1442","Hairy Garlic","English",
"1442","Wimper-Lauch","German",
"1451","Three-cornered Garlic","English",
"1454","American Garlic","English",
"1456","Aaprottimaruna","Finnish",
"1456","Abrodd","Norwegian",
"1456","Åbrodd","Swedish",
"1456","Have-Malurt","Danish",
"1456","Klubbekorg ","Norwegian",
"1456","Klubbfibbla","Swedish",
"1456","Koiruoho","Finnish",
"1456","Kultakaunokki ","Finnish",
"1456","Malört","Swedish",
"1456","Malurt","Norwegian",
"1456","Svineøje ","Danish",
"1456","Vägarnika","Swedish",
"1458","alho-das-vinhas","Spanish",
"1458","Burot","Norwegian",
"1458","Grå-Bynke","Danish",
"1458","Gråbo","Swedish",
"1458","Höstaster","Swedish",
"1458","Pujo","Finnish",
"1458","Romersk malört","Swedish",
"1458","Sandmalört","Swedish",
"1458","Sølvmalørt","Norwegian",
"1470","Honey Garlic","English",
"1474","alacsony szagtalanhagyma","Hungarian",
"1478","Ail odorant","French",
"1478","all d´or","Spanish",
"1478","Honeybells","English",
"1478","magas szagtalanhagyma","Hungarian",
"1488","alho-americano","Portuguese",
"1488","alho-bravo","Portuguese",
"1488","alho-bravo","Spanish",
"1488","alho-dos-açores","Portuguese",
"1488","alho-sem-cheiro","Portuguese",
"1493","egyvirágú csillaghagyma","Hungarian",
"1493","Iphéion","French",
"1493","Spring Starflower","English",
"1506","Blue Corn-lily","English",
"1508","lirio de flor roja","Spanish",
"1512","Chasmanthe","English",
"1517","crocosmia","Spanish",
"1517","Montbretia","English",
"1517","Montbretie","German",
"1531","Giant Montbretia","English",
"1534","Aunt-Eliza","English",
"1538","Pott's Montbretia","English",
"1553","Ankara Crocus","English",
"1558","Crocus","French",
"1558","Silvery Crocus","English",
"1560","Golden Crocus","English",
"1560","šafrán zlatý","Czech",
"1565","Gold-Krokus","German",
"1565","šafrán žlutý","Czech",
"1574","Kotschy's Crocus","English",
"1576","Mittel-Krokus","German",
"1577","Italian Crocus","English",
"1579","Autumn Crocus","English",
"1587","Hairy Crocus","English",
"1589","Crocus cultivé","French",
"1589","Safran","French",
"1589","Safran","Turkish",
"1589","Safran cultivé","French",
"1589","šafrán setý","Czech",
"1602","Late Crocus","English",
"1604","Sieber's Crocus","English",
"1612","Bieberstein's Crocus","English",
"1614","Boerenkrokus","Dutch",
"1614","Early Crocus","English",
"1614","Elfen-Krokus","German",
"1618","Bonte krokus","Dutch",
"1618","Crocus d’automne","French",
"1618","Frühlings-Krokus","German",
"1618","Neapolitanischer Krokus","German",
"1618","Spring Crocus","English",
"1618","Szafran wiosenny","Polish",
"1636","Heuffel-Krokus","German",
"1636","šafrán karpatský","Czech",
"1636","šafrán neapolský","Czech",
"1636","Wald-Krokus","German",
"1666","Freesia","English",
"1669","Freesia","French",
"1670","Freesia","French",
"1670","Fresia","Italian",
"1670","frésia","Portuguese",
"1670","Friżja","Maltese",
"1679","Eastern Gladiolus","English",
"1679","Garten-Siegwurz","German",
"1679","Gewöhnliche Siegwurz","German",
"1682","bizánci kardvirág","Hungarian",
"1686","Illyrische Siegwurz","German",
"1688","Glaïeul imbriqué","French",
"1698","Snake's-head Iris","English",
"1711","Gelbliche Schwertlilie","German",
"1711","Holunder-Schwertlilie","German",
"1711","kosatec bezový","Czech",
"1729","Earous levanvan","Hebrew (western characters)",
"1729","Iris blanchissant","French",
"1729","lírio-branco","Portuguese",
"1735","Iris","French",
"1736","Beaked Iris","English",
"1740","lírio-fétido","Spanish",
"1743","aed-võhumõõk","Estonian",
"1743","Bearded Iris","English",
"1743","Deutsche Schwertlilie","German",
"1743","Fjurdulis ikħal","Maltese",
"1743","Iris bleu d'Allemagne","French",
"1743","Iris d'Allemagne","French",
"1743","kosatec německý","Czech",
"1743","lirio","Spanish",
"1743","lírio-cardano","Portuguese",
"1743","lírio-cardeno","Portuguese",
"1743","lírio-germânico","Portuguese",
"1743","lírio-roxo","Portuguese",
"1743","Mėlynžiedis vilkdalgis","Lithuanian",
"1760","Grasblättrige Schwertlilie","German",
"1767","English Iris","English",
"1776","Mažasis vilkdalgis","Lithuanian",
"1784","Blassviolette Schwertlilie","German",
"1784","Bleiche Schwertlilie","German",
"1784","Iris pâle","French",
"1789","lírio-dos-charcos","Spanish",
"1798","Zwerg-Schwertlilie","German",
"1800","Siberian Iris","English",
"1800","Turkish Iris","English",
"1812","Blue Iris","English",
"1816","Algerian Iris","English",
"1816","Giaggiolo a foglie strette","Italian",
"1816","Iris d'Algérie","French",
"1816","Iris de Provence","French",
"1821","Purple Iris","English",
"1821","Schillernde Schwertlilie","German",
"1826","Spanish Iris","English",
"1833","Red Corn-lily","English",
"1841","alfenim","Portuguese",
"1841","jacinto","Portuguese",
"1841","palmas","Portuguese",
"1841","palmito","Portuguese",
"1841","Tubular Corn-lily","English",
"1850","Chilean iris","English",
"1850","Chilean-iris","English",
"1858","Romulée rose","French",
"1862","badil úzkolistý","Czech",
"1862","Bermudienne à feuilles étroites","French",
"1862","Giglietto ","Italian",
"1868","Blauaugengras","German",
"1868","Blue-eyed-grass","English",
"1868","Blumensimse","German",
"1868","Miecznica wąskolistna","Polish",
"1868","pázsitos sásbokor","Hungarian",
"1868","Schmalblatt-Grasschwertel","German",
"1877","Yellow-eyed-grass","English",
"1883","Veined Yellow-eyed-grass","English",
"1886","ahtalehine sininokk","Estonian",
"1886","American Blue-eyed-grass","English",
"1886","Bermudienne des montagnes","French",
"1886","Herbe aux yeux bleus","French",
"1886","šaurlapu sizirinhija","Latvian",
"1886","Schmalblättriges Blauaugengras","German",
"1886","Siauralapė vikšruolė","Lithuanian",
"1886","Sisyrinchium des montagnes","French",
"1896","Pale Yellow-eyed-grass","English",
"1905","Plain Harlequinflower","English",
"1921","Tritonie","French",
"1924","Bugle-lily","English",
"1938","Bellevalia ciliée","French",
"1940","Bellevalia de Rome","French",
"1940","Jacinthe romaine","French",
"1944","Bellevalia à trois feuilles","French",
"1944","Jacinthe à trois feuilles","French",
"1946","Glory-of-the-snow","English",
"1946","Große Sternhyazinthe","German",
"1946","Grote sneeuwroem","Dutch",
"1946","Siehe-Schneestolz","German",
"1957","Boissier's Glory-of-the-snow","English",
"1957","fehérszemű hófény","Hungarian",
"1957","Gewöhnliche Sternhyazinthe","German",
"1957","ladoňka zářící","Czech",
"1957","Luzilien-Schneestolz","German",
"1964","Dunkle Sternhyazinthe","German",
"1964","Lesser Glory-of-the-snow","English",
"1964","Sardensischer Schneestolz","German",
"1982","Spanisches Hasenglöckchen","German",
"1982","Spanish Bluebell","English",
"1989","Italian Bluebell","English",
"1989","Italienisches Hasenglöckchen","German",
"1994","Eigentliches Hasenglöckchen","German",
"2006","Echte Hyazinthe","German",
"2006","Hyacinth","English",
"2006","Jacinthe d'Orient","French",
"2006","kerti jácint","Hungarian",
"2006","zoumpouli","Greek",
"2009","Armenische Traubenhyazinthe","German",
"2009","Garden Grape-hyacinth","English",
"2009","Muscari","French",
"2009","örmény gyöngyike","Hungarian",
"2017","Himmelblaue Traubenhyazinthe","German",
"2017","korai gyöngyike","Hungarian",
"2021","Blauwe druifjes","Dutch",
"2021","Compact Grape-hyacinth","English",
"2021","Hellblaue Traubenhyazinthe","German",
"2021","Kleine Traubenhyazinthe","German",
"2021","Kurztraubige Bisamhyzinthe","German",
"2021","Smulkiažiedė žydrė","Lithuanian",
"2027","Kuifhyacint","Dutch",
"2027","Schopfige Bisamhyazinthe","German",
"2027","Schopfige Traubenhyazinthe","German",
"2027","Schopfige Traubenhyzinthe","German",
"2027","Tassel Hyacinth","English",
"2056","Kleine Traubenhyazinthe","German",
"2056","Muscari à grappe","French",
"2056","Muscari en grappe","French",
"2056","Muscari négligé","French",
"2056","Muscari oublié","French",
"2056","uebersehene Bisamhyzinthe","German",
"2056","Weinbergs-Traubenhyazinthe","German",
"2080","Star-of-Bethlehem","English",
"2085","Ornithogale d'Arabie","French",
"2091","bókoló madártej","Hungarian",
"2091","Drooping Star-of-Bethlehem","English",
"2091","Knikkende vogelmelk","Dutch",
"2091","Nickender Milchstern","German",
"2091","Nusvirusioji paukštpienė","Lithuanian",
"2091","Ornithogale à fleurs penchées","French",
"2091","Ornithogale penché","French",
"2091","snědek nicí","Czech",
"2099","Bouchés Milchstern","German",
"2099","Śniedek Buchego","Polish",
"2107","Pyramiden-Milchstern","German",
"2116","Belle-d'onze-heures","French",
"2116","Breitblättriger Dolden-Milchstern","German",
"2116","Dame-d'onze-heures","French",
"2116","Doldiger Milchstern","German",
"2116","Ornithogale en ombelle","French",
"2116","Skėtinė paukštpienė","Lithuanian",
"2140","csillagos Puskin-virág","Hungarian",
"2140","Puschkinie","German",
"2140","puškinie ladoňkovitá","Czech",
"2144","kedves csillagvirág","Hungarian",
"2144","ladoňka příjemná","Czech",
"2144","Schöner Blaustern","German",
"2148","Alpine Squill","English",
"2148","Vroege sterhyacint","Dutch",
"2160","Turkish Squill","English",
"2163","Scille fausse Jacinthe","French",
"2165","Pyrenean Squill","English",
"2170","Greek Squill","English",
"2173","Portuguese Squill","English",
"2173","Scille du Pérou","French",
"2176","bókoló csillagvirág","Hungarian",
"2176","kahelehine siniliilia","Estonian",
"2176","ladoňka sibiřská","Czech",
"2176","Oosterse sterhyacint","Dutch",
"2176","Siberian Squill","English",
"2176","Sibirinė scylė","Lithuanian",
"2176","Sibirischer Blaustern","German",
"2183","denivka plavá","Czech",
"2183","Gelbrote Taglilie","German",
"2183","Hémérocalle fauve","French",
"2183","lángszínű sásliliom","Hungarian",
"2183","Lis rouge","French",
"2183","Orange Day-lily","English",
"2183","Rusvoji viendienė","Lithuanian",
"2192","denivka žlutá","Czech",
"2192","Gelbe Taglilie","German",
"2192","Hémérocalle jaune","French",
"2192","kollane päevaliilia","Estonian",
"2192","Lis jaune","French",
"2192","Yellow Day-lily","English",
"2199","Kerry Lily","English",
"2203","střeví","Czech",
"2206","Lapplaendisches Knabenkraut","German",
"2225","Loose-flowered Orchid","English",
"2235"," maguey","Spanish",
"2235"," pitaco","Spanish",
"2235"," pitera","Spanish",
"2235","acibara","Spanish",
"2235","agabe","Spanish",
"2235","Agave","Italian",
"2235","Agave d'Amérique","French",
"2235","alades","Greek",
"2235","alas","Greek",
"2235","aloé-dos-cem-anos","Portuguese",
"2235","athanatos","Greek",
"2235","atzavara","Spanish",
"2235","atzavara de tanques","Spanish",
"2235","azabara","Spanish",
"2235","cabuya","Spanish",
"2235","cacto-dos-cem-anos","Portuguese",
"2235","cardal","Spanish",
"2235","Centuryplant","English",
"2235","lalas","Greek",
"2235","maguey","Spanish",
"2235","pita","Portuguese",
"2235","pita","Spanish",
"2235","pitaco","Spanish",
"2235","piteira","Portuguese",
"2235","piteira-brava","Portuguese",
"2235","piteira-de-boi","Portuguese",
"2235","pitera","Spanish",
"2235","Pitta","Italian",
"2235","Zabbara","Italian",
"2235","Zammara","Italian",
"2260","Cabbage-palm","English",
"2260","Cordyline","French",
"2264","Drago, Sangue di Drago","Italian",
"2265","cânhamo-da-mauritânia","Portuguese",
"2265","furcroia","Portuguese",
"2265","piteira-amarela","Portuguese",
"2272","Japanische Funkie","German",
"2279","bohyška jitrocelová","Czech",
"2279","Lilien-Funkie","German",
"2285","Lesser New Zealand Flax","English",
"2289","New Zealand Flax","English",
"2296","iuca","Portuguese",
"2296","Jucca ","Italian",
"2296","Yucca","French",
"2298","Fädige Palmlilie","German",
"2298","foszlóslevelű pálmaliliom","Hungarian",
"2298","ġjaċinti","Maltese",
"2298","Yucca","French",
"2303","Giucca","Italian",
"2303","Jucca","Italian",
"2303","Yucca","French",
"2307","ágastörzsű pálmaliliom","Hungarian",
"2307","Curved-leaved Spanish-dagger","English",
"2312","African Lily","English",
"2319","açucena-da-serra","Portuguese",
"2319","Amaryllis","French",
"2319","beladona-bastarda","Portuguese",
"2319","beladona-bastarda","Spanish",
"2319","belas-donas","Portuguese",
"2319","bordoes-de-sao-josé","Spanish",
"2319","Jersey Lily","English",
"2340","Caucasian Snowdrop","English",
"2342","Greater Snowdrop","English",
"2342","Türkisches Schneeglöckchen","German",
"2350","Baltoji snieguolė","Lithuanian",
"2350","Brunskära","Swedish",
"2350","Fliget Brøndsel ","Danish",
"2350","Flikbrønsle ","Norwegian",
"2350","Gewoon sneeuwklokje","Dutch",
"2350","harilik lumikelluke","Estonian",
"2350","Kaunokainen","Finnish",
"2350","Schneegloeckchen","German",
"2350","Sibirisk aster","Swedish",
"2350","Snowdrop","English",
"2350","Tummarusokki ","Finnish",
"2350","Tusenfryd","Norwegian",
"2350","Tusensköna","Swedish",
"2350","Tusindfryd","Danish",
"2350","Videaster","Swedish",
"2358","Pleated Snowdrop","English",
"2365","Queen Olga's Snowdrop","English",
"2367","Sommer-Knotenblume","German",
"2372","kevadine märtsikelluke","Estonian",
"2372","Kruset Tidsel","Danish",
"2372","Krusetistel","Norwegian",
"2372","Krustistel","Swedish",
"2372","Kyläkarhiainen","Finnish",
"2372","Lenteklokje","Dutch",
"2372","Nicktistel","Swedish",
"2372","Nikkende Tidsel ","Danish",
