idspecies,ideunis,sourceid,habitat,level,belongsto,notes
833,G1,500,Broadleaved deciduous woodland,2,G,
833,H3,500,"Inland cliffs, rock pavements and outcrops",2,H,
833,H5,500,Miscellaneous inland habitats with very sparse or no vegetation,2,H,
833,J,500,"Constructed, industrial and other artificial habitats",1,,
833,X25,500,Domestic gardens of villages and urban peripheries,2,X,
840,B,336,Coastal habitats,1,,
840,G3,379,Coniferous woodland,2,G,
840,G4,379,Mixed deciduous and coniferous woodland,2,G,
842,F7,197,"Spiny Mediterranean heaths (phrygana, hedgehog-heaths and related coastal cliff vegetation)",2,F,natural habitats
842,G3,197,Coniferous woodland,2,G,natural habitats
846,B1,107,Coastal dunes and sandy shores,2,B,
846,B2,107,Coastal shingle,2,B,
846,B3,107,"Rock cliffs, ledges and shores, including the supralittoral ",2,B,
850,11,,Brackish pelagic,2,AA,
850,C1,,Surface standing waters,2,C,
850,C2,,Surface running waters,2,C,
851,B,500,Coastal habitats,1,,
851,E,500,Grassland and tall forb habitats,1,,
851,G,500,Woodland and forest habitats and other wooded land,1,,
851,G1,500,Broadleaved deciduous woodland,2,G,
851,G4,234,Mixed deciduous and coniferous woodland,2,G,Mixed conifer/broadleaf forest
851,I,500,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
851,I2,500,Cultivated areas of gardens and parks,2,I,
851,J,500,"Constructed, industrial and other artificial habitats",1,,
851,X11,500,Large parks,2,X,
851,X25,500,Domestic gardens of villages and urban peripheries,2,X,
864,E1,412,Dry grasslands,2,E,
864,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
864,G,361,Woodland and forest habitats and other wooded land,1,,
864,G1,412,Broadleaved deciduous woodland,2,G,
864,G3,412,Coniferous woodland,2,G,
864,G4,234,Mixed deciduous and coniferous woodland,2,G,Mixed conifer/broadleaf forest
864,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
864,J,246,"Constructed, industrial and other artificial habitats",1,,Urban areas
864,X11,361,Large parks,2,X,
886,A,,Marine habitats,1,,
886,B,336,Coastal habitats,1,,
892,A,,Marine habitats,1,,
892,B,336,Coastal habitats,1,,
892,G3,379,Coniferous woodland,2,G,
892,I2,379,Cultivated areas of gardens and parks,2,I,
893,G,329,Woodland and forest habitats and other wooded land,1,,
899,B,107,Coastal habitats,1,,
899,G,427,Woodland and forest habitats and other wooded land,1,,
899,G4,107,Mixed deciduous and coniferous woodland,2,G,ancient anthropogenic woodlands
908,D,363,"Mire, bog and fen habitats",1,,
908,G,363,Woodland and forest habitats and other wooded land,1,,
908,G1,412,Broadleaved deciduous woodland,2,G,
908,G3,412,Coniferous woodland,2,G,
908,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
908,H,363,Inland unvegetated or sparsely vegetated habitats,1,,
908,I,162,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
914,A,,Marine habitats,1,,
914,A7,,Pelagic water column,2,A,
914,B,496,Coastal habitats,1,,
914,D,427,"Mire, bog and fen habitats",1,,
914,FA,427,Hedgerows,2,F,
914,G,488,Woodland and forest habitats and other wooded land,1,,
914,H3,488,"Inland cliffs, rock pavements and outcrops",2,H,
914,I1,496,Arable land and market gardens,2,I,
914,I2,427,Cultivated areas of gardens and parks,2,I,
914,J,496,"Constructed, industrial and other artificial habitats",1,,
914,X25,496,Domestic gardens of villages and urban peripheries,2,X,
928,X3,,Brackish coastal lagoons,2,AA,
931,J4,160,Transport networks and other constructed hard-surfaced areas,2,J,
943,G,76,Woodland and forest habitats and other wooded land,1,,Forest
943,G1,412,Broadleaved deciduous woodland,2,G,
943,G3,412,Coniferous woodland,2,G,
943,G4,234,Mixed deciduous and coniferous woodland,2,G,Mixed conifer/broadleaf forest
943,I2,246,Cultivated areas of gardens and parks,2,I,Disturbed areas
943,J,246,"Constructed, industrial and other artificial habitats",1,,Disturbed areas
967,7,,Brackish littoral soft,2,AA,
967,J,500,"Constructed, industrial and other artificial habitats",1,,
969,A,,Marine habitats,1,,
969,C,76,Inland surface water habitats,1,,Aquatic
972,C,336,Inland surface water habitats,1,,
972,H,336,Inland unvegetated or sparsely vegetated habitats,1,,
972,J,273,"Constructed, industrial and other artificial habitats",1,,
975,C3,107,Littoral zone of inland surface waterbodies,2,C,
975,D1,107,Raised and blanket bogs,2,D,
978,J,363,"Constructed, industrial and other artificial habitats",1,,
982,A,,Marine habitats,1,,
982,C,363,Inland surface water habitats,1,,
988,C,162,Inland surface water habitats,1,,
991,F9,107,Riverine and fen scrubs,2,F,
1002,D,222,"Mire, bog and fen habitats",1,,
1002,D1,107,Raised and blanket bogs,2,D,
1002,D2,107,"Valley mires, poor fens and transition mires",2,D,
1002,I1,107,Arable land and market gardens,2,I,rice fields
1010,B,107,Coastal habitats,1,,
1010,D6,107,Inland saline and brackish marshes and reedbeds,2,D,
1010,X2,107,Saline coastal lagoons,2,X,
1011,C,162,Inland surface water habitats,1,,
1011,I,162,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1014,C,162,Inland surface water habitats,1,,
1014,C1,64,Surface standing waters,2,C,
1014,I,162,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1014,I1,315,Arable land and market gardens,2,I,ricefields
1014,J,142,"Constructed, industrial and other artificial habitats",1,,
1020,C,162,Inland surface water habitats,1,,
1020,I,162,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1020,I1,315,Arable land and market gardens,2,I,ricefields
1022,C2,197,Surface running waters,2,C,natural habitats
1024,I1,107,Arable land and market gardens,2,I,rice fields
1028,I1,315,Arable land and market gardens,2,I,ricefields
1028,J5,191,Highly artificial man-made waters and associated structures,2,J,In a ditch
1031,C,76,Inland surface water habitats,1,,Aquatic
1031,C1,427,Surface standing waters,2,C,lentic benthic
1031,C12,,Lentic benthic,3,C1,lentic benthic
1031,C2,328,Surface running waters,2,C,
1031,J5,191,Highly artificial man-made waters and associated structures,2,J,Artificial pond
1042,C1,,Surface standing waters,2,C,lentic
1042,C1,427,Surface standing waters,2,C,"lakes, ditches"
1042,D,76,"Mire, bog and fen habitats",1,,Marsh
1044,C,363,Inland surface water habitats,1,,
1044,C2,328,Surface running waters,2,C,
1052,C,76,Inland surface water habitats,1,,Aquatic
1052,C1,,Surface standing waters,2,C,"lentic, lotic"
1052,C1,451,Surface standing waters,2,C,Water bodies
1052,C12,,Lentic benthic,3,C1,lentic benthic
1052,C2,,Surface running waters,2,C,"lentic, lotic"
1052,C2,427,Surface running waters,2,C,"lentic/lotic,ponds/canals"
1052,D,,"Mire, bog and fen habitats",1,,Wetlands
1052,D1,107,Raised and blanket bogs,2,D,
1052,D5,412,"Sedge and reedbeds, normally without free-standing water",2,D,
1052,D6,412,Inland saline and brackish marshes and reedbeds,2,D,
1052,G1,412,Broadleaved deciduous woodland,2,G,
1052,I1,107,Arable land and market gardens,2,I,rice fields
1052,J,,"Constructed, industrial and other artificial habitats",1,,
1052,J5,191,Highly artificial man-made waters and associated structures,2,J,Canals
1091,C,76,Inland surface water habitats,1,,Aquatic
1091,C1,427,Surface standing waters,2,C,"ponds, canals, lake margins"
1091,C12,,Lentic benthic,3,C1,lentic benthic
1091,C2,182,Surface running waters,2,C,Aquatic habitats and springs
1091,C3,427,Littoral zone of inland surface waterbodies,2,C,"ponds, canals, lake margins"
1116,C,76,Inland surface water habitats,1,,Aquatic
1116,C1,182,Surface standing waters,2,C,Aquatic habitats and springs
1116,C12,,Lentic benthic,3,C1,lentic benthic
1116,C2,328,Surface running waters,2,C,
1116,I,329,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1121,A5,43,Sublittoral sediment,2,A,"sandy bottom in Vouliagmeni, 4m depth"
1122,C,363,Inland surface water habitats,1,,
1122,C1,,Surface standing waters,2,C,lentic
1122,C1,328,Surface standing waters,2,C,
1141,C1,182,Surface standing waters,2,C,Aquatic habitats and springs
1142,C,76,Inland surface water habitats,1,,Aquatic
1142,C1,,Surface standing waters,2,C,lentic
1142,C1,427,Surface standing waters,2,C,"ponds, lakes, pits"
1142,D,162,"Mire, bog and fen habitats",1,,
1152,C1,,Surface standing waters,2,C,lentic
1152,C1,424,Surface standing waters,2,C,"canals, rivers"
1152,C2,424,Surface running waters,2,C,"canals, rivers"
1159,C1,182,Surface standing waters,2,C,Aquatic habitats and springs
1159,C2,182,Surface running waters,2,C,Aquatic habitats and springs
1167,F3,427,Temperate and mediterranean-montane scrub,2,F,
1167,FA,427,Hedgerows,2,F,
1167,G,427,Woodland and forest habitats and other wooded land,1,,
1167,I2,427,Cultivated areas of gardens and parks,2,I,
1187,G1,412,Broadleaved deciduous woodland,2,G,
1198,E2,328,Mesic grasslands,2,E,
1198,F9,747,Riverine and fen scrubs,2,F,
1211,I1,446,Arable land and market gardens,2,I,Agricultural areas
1211,I2,446,Cultivated areas of gardens and parks,2,I,Disturbed areas
1211,J,446,"Constructed, industrial and other artificial habitats",1,,Urban areas
1214,G,446,Woodland and forest habitats and other wooded land,1,,Forest
1214,I2,446,Cultivated areas of gardens and parks,2,I,Disturbed areas
1214,J,446,"Constructed, industrial and other artificial habitats",1,,Urban areas
1223,E,446,Grassland and tall forb habitats,1,,Grasslands
1223,J,446,"Constructed, industrial and other artificial habitats",1,,Urban areas
1228,I,336,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1228,I1,107,Arable land and market gardens,2,I,
1228,I2,,Cultivated areas of gardens and parks,2,I,Old gardens
1228,J1,142,"Buildings of cities, towns and villages",2,J,
1235,F9,765,Riverine and fen scrubs,2,F,
1235,X25,,Domestic gardens of villages and urban peripheries,2,X,
1235,X7,,Intensively-farmed crops interspersed with strips of spontaneous vegetation,2,X,
1235,X8,,"Rural mosaics, consisting of woods, hedges, pastures and crops",2,X,
1235,X9,,Pasture woods (with a tree layer overlying pasture),2,X,
1241,J2,427,Low density buildings,2,J,
1245,I,162,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1248,G,162,Woodland and forest habitats and other wooded land,1,,
1248,I,162,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1248,I2,107,Cultivated areas of gardens and parks,2,I,
1248,J1,142,"Buildings of cities, towns and villages",2,J,
1252,J,76,"Constructed, industrial and other artificial habitats",1,,Ruderal
1253,E,235,Grassland and tall forb habitats,1,,Grasslands
1253,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
1253,G,363,Woodland and forest habitats and other wooded land,1,,
1253,G1,412,Broadleaved deciduous woodland,2,G,
1253,I2,232,Cultivated areas of gardens and parks,2,I,disturbed areas
1253,I5,412,,,,
1253,J,363,"Constructed, industrial and other artificial habitats",1,,
1253,J1,329,"Buildings of cities, towns and villages",2,J,
1270,J,76,"Constructed, industrial and other artificial habitats",1,,Ruderal
1271,F,162,"Heathland, scrub and tundra habitats",1,,
1271,I,162,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1271,I2,107,Cultivated areas of gardens and parks,2,I,
1276,B,,Coastal habitats,1,,
1276,B,,Coastal habitats,1,,
1276,C,,Inland surface water habitats,1,,
1276,D,,"Mire, bog and fen habitats",1,,
1276,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1276,I,,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1276,J,,"Constructed, industrial and other artificial habitats",1,,
1276,J,,"Constructed, industrial and other artificial habitats",1,,
1280,E,328,Grassland and tall forb habitats,1,,
1280,G1,446,Broadleaved deciduous woodland,2,G,Temperate broadleaf forest
1280,G3,412,Coniferous woodland,2,G,
1280,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
1280,I,328,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1280,I2,451,Cultivated areas of gardens and parks,2,I,Disturbed areas
1280,J,451,"Constructed, industrial and other artificial habitats",1,,Urban areas
1280,X11,328,Large parks,2,X,
1287,E,,Grassland and tall forb habitats,1,,Grasslands
1287,I2,451,Cultivated areas of gardens and parks,2,I,Disturbed areas
1287,J,448,"Constructed, industrial and other artificial habitats",1,,Urban areas
1305,J,336,"Constructed, industrial and other artificial habitats",1,,
1307,I,336,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1311,F9,500,Riverine and fen scrubs,2,F,
1311,G1,500,Broadleaved deciduous woodland,2,G,
1311,H,500,Inland unvegetated or sparsely vegetated habitats,1,,
1311,I2,500,Cultivated areas of gardens and parks,2,I,
1311,J,500,"Constructed, industrial and other artificial habitats",1,,
1319,F9,427,Riverine and fen scrubs,2,F,
1319,G1,427,Broadleaved deciduous woodland,2,G,
1322,B1,32,Coastal dunes and sandy shores,2,B,sandy seashores
1322,H3,340,"Inland cliffs, rock pavements and outcrops",2,H,cultivated wet slope
1322,J,363,"Constructed, industrial and other artificial habitats",1,,
1322,J4,120,Transport networks and other constructed hard-surfaced areas,2,J,road margins
1329,J,363,"Constructed, industrial and other artificial habitats",1,,
1335,E,500,Grassland and tall forb habitats,1,,
1335,F9,500,Riverine and fen scrubs,2,F,
1335,J,500,"Constructed, industrial and other artificial habitats",1,,
1339,H,329,Inland unvegetated or sparsely vegetated habitats,1,,
1345,I,260,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,Often becoming a troublesome weed
1345,I2,260,Cultivated areas of gardens and parks,2,I,Naturalised in cultivated areas
1345,J,162,"Constructed, industrial and other artificial habitats",1,,
1345,J4,142,Transport networks and other constructed hard-surfaced areas,2,J,
1358,G,363,Woodland and forest habitats and other wooded land,1,,
1358,I,363,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1378,D,500,"Mire, bog and fen habitats",1,,
1378,F9,427,Riverine and fen scrubs,2,F,
1378,J,500,"Constructed, industrial and other artificial habitats",1,,
1378,J4,500,Transport networks and other constructed hard-surfaced areas,2,J,
1378,X25,500,Domestic gardens of villages and urban peripheries,2,X,
1382,J4,160,Transport networks and other constructed hard-surfaced areas,2,J,
1385,E1,500,Dry grasslands,2,E,
1385,E2,412,Mesic grasslands,2,E,
1385,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
1385,F9,427,Riverine and fen scrubs,2,F,
1385,G1,412,Broadleaved deciduous woodland,2,G,
1385,G5,412,"Lines of trees, small anthropogenic woodlands, recently felled woodland, early-stage woodland and coppice",2,G,
1385,I1,500,Arable land and market gardens,2,I,
1385,J,500,"Constructed, industrial and other artificial habitats",1,,
1385,X11,328,Large parks,2,X,
1385,X25,500,Domestic gardens of villages and urban peripheries,2,X,
1394,J,329,"Constructed, industrial and other artificial habitats",1,,
1410,E1,412,Dry grasslands,2,E,
1410,E2,412,Mesic grasslands,2,E,
1410,E3,412,Seasonally wet and wet grasslands,2,E,
1410,E5,412,Woodland fringes and clearings and tall forb stands,2,E,
1410,J,363,"Constructed, industrial and other artificial habitats",1,,
1417,I2,451,Cultivated areas of gardens and parks,2,I,Disturbed areas
1417,J,448,"Constructed, industrial and other artificial habitats",1,,Urban areas
1433,E,500,Grassland and tall forb habitats,1,,
1433,I,500,"Regularly or recently cultivated agricultural, horticultural and domestic habitats",1,,
1433,J,76,"Constructed, industrial and other artificial habitats",1,,Ruderal
1433,X25,500,Domestic gardens of villages and urban peripheries,2,X,
1442,J,363,"Constructed, industrial and other artificial habitats",1,,
1451,B,427,Coastal habitats,1,,
1451,E,427,Grassland and tall forb habitats,1,,
1451,F5,107,"Maquis, arborescent matorral and thermo-Mediterranean brushes",2,F,
1451,FA,427,Hedgerows,2,F,
1451,G,427,Woodland and forest habitats and other wooded land,1,,
1451,J,427,"Constructed, industrial and other artificial habitats",1,,
